"date","USW00014819_PRCP","USW00014819_tavg2","USW00014819_TMAX","USW00014819_TMIN","USW00094846_PRCP","USW00094846_tavg2","USW00094846_TMAX","USW00094846_TMIN"
2010-04-25,0.19,53.5,59,48,0.31,53.5,60,47
2010-04-26,0,53.5,61,46,0,55,63,47
2010-04-27,0,45,51,39,0,44,51,37
2010-04-28,0,49,63,35,0,48.5,64,33
2010-04-29,0,65,79,51,0,62.5,79,46
2010-04-30,0.82,72,81,63,0.06,71.5,81,62
2010-05-01,0.01,66,71,61,0.11,64,70,58
2010-05-02,0.31,61,68,54,0.93,61,69,53
2010-05-03,0,62,72,52,0,61,72,50
2010-05-04,0,66.5,80,53,0,64.5,79,50
2010-05-05,0,65,73,57,0,64,72,56
2010-05-06,0.05,54,60,48,0.01,54.5,63,46
2010-05-07,0.74,52.5,59,46,0.72,52,59,45
2010-05-08,0.08,46,50,42,0.02,46,50,42
2010-05-09,0,46.5,56,37,0,48,58,38
2010-05-10,0,50.5,58,43,0,49.5,58,41
2010-05-11,0.72,51.5,59,44,0.97,48,52,44
2010-05-12,0.14,49.5,53,46,0.12,47.5,51,44
2010-05-13,0.97,63.5,78,49,1.49,60.5,73,48
2010-05-14,0,58,67,49,0,56.5,66,47
2010-05-15,0,55,63,47,0,52,61,43
2010-05-16,0,56,66,46,0,53.5,66,41
2010-05-17,0.11,56,60,52,0.01,54,58,50
2010-05-18,0,55.5,62,49,0,55.5,65,46
2010-05-19,0,59.5,73,46,0,59,74,44
2010-05-20,0.09,61.5,72,51,0.05,60.5,74,47
2010-05-21,0.4,64,72,56,0.21,64.5,73,56
2010-05-22,0.01,65,72,58,0,66,74,58
2010-05-23,0,77,89,65,0,75.5,89,62
2010-05-24,0,82,91,73,0,80.5,91,70
2010-05-25,0,79,87,71,0,78.5,88,69
2010-05-26,0,77.5,85,70,0,76.5,87,66
2010-05-27,0,70,77,63,0,69,77,61
2010-05-28,0,67.5,76,59,0,68,79,57
2010-05-29,0,73,84,62,0,72.5,86,59
2010-05-30,0,77.5,91,64,0,76,91,61
2010-05-31,1.57,74.5,84,65,0.26,73.5,81,66
2010-06-01,0,74.5,84,65,0,74,85,63
2010-06-02,1.3,68,77,59,1.02,67,77,57
2010-06-03,0,64.5,71,58,0,63.5,71,56
2010-06-04,0,71.5,83,60,0,70,83,57
2010-06-05,0.51,69.5,79,60,0.15,69.5,79,60
2010-06-06,0,66.5,75,58,0,65.5,76,55
2010-06-07,0,62.5,69,56,0,62,70,54
2010-06-08,0.33,63,67,59,0.45,62.5,67,58
2010-06-09,0,75,83,67,0,74,83,65
2010-06-10,0,67.5,75,60,0,67.5,77,58
2010-06-11,0.41,76,88,64,0.02,76.5,89,64
2010-06-12,0.12,69.5,77,62,0.34,69.5,77,62
2010-06-13,0.25,67,73,61,0.25,66.5,71,62
2010-06-14,0.01,66.5,72,61,0,65,70,60
2010-06-15,0.88,70,79,61,0.59,69.5,79,60
2010-06-16,0,75.5,86,65,0,72.5,82,63
2010-06-17,0,75.5,84,67,0,74,84,64
2010-06-18,0.66,78.5,91,66,0.87,78.5,90,67
2010-06-19,0,76,86,66,0,75.5,85,66
2010-06-20,0,73.5,80,67,0,72.5,81,64
2010-06-21,0.4,76.5,85,68,0.22,76,85,67
2010-06-22,0,78,86,70,0,77,85,69
2010-06-23,1.23,77,87,67,0.87,78,87,69
2010-06-24,0,73,81,65,0,74.5,84,65
2010-06-25,0,75,84,66,0,73,84,62
2010-06-26,0.7,78,88,68,0.85,78,87,69
2010-06-27,0.88,79.5,87,72,0.54,78.5,85,72
2010-06-28,0,73.5,82,65,0,72.5,82,63
2010-06-29,0,67.5,73,62,0,67,75,59
2010-06-30,0,66.5,76,57,0,65.5,75,56
2010-07-01,0,67.5,77,58,0,66,77,55
2010-07-02,0,72.5,83,62,0,71,83,59
2010-07-03,0,75.5,87,64,0,73.5,87,60
2010-07-04,0.03,82,92,72,0,79.5,91,68
2010-07-05,0,84.5,90,79,0,84.5,91,78
2010-07-06,0.04,83,91,75,0.37,81.5,90,73
2010-07-07,0.05,83,94,72,0.2,82,93,71
2010-07-08,0.15,80.5,87,74,0.16,80.5,88,73
2010-07-09,0,79.5,87,72,0,79,88,70
2010-07-10,0.01,79,89,69,0,79,89,69
2010-07-11,0.77,76,85,67,0.79,75.5,85,66
2010-07-12,0.01,74.5,84,65,0,74.5,84,65
2010-07-13,0.02,77.5,84,71,0.17,77,84,70
2010-07-14,0,81.5,91,72,0,80,90,70
2010-07-15,0,82.5,92,73,0.01,80.5,90,71
2010-07-16,0,79,90,68,0,78.5,90,67
2010-07-17,0,81.5,92,71,0,82,93,71
2010-07-18,0.29,82.5,91,74,0.01,82,92,72
2010-07-19,0,78,84,72,0.01,76.5,84,69
2010-07-20,0,77,85,69,0,77,86,68
2010-07-21,0,81.5,90,73,0,81.5,91,72
2010-07-22,0.02,81,90,72,0.01,79.5,90,69
2010-07-23,3.15,83,95,71,2.79,82,94,70
2010-07-24,4.73,78,87,69,3.64,78,87,69
2010-07-25,0.52,74.5,81,68,0,73.5,81,66
2010-07-26,0,74,84,64,0,72.5,84,61
2010-07-27,0,79.5,88,71,0,78,88,68
2010-07-28,0,84,91,77,0,80.5,88,73
2010-07-29,0,75,81,69,0,74.5,82,67
2010-07-30,0,75,79,71,0,74.5,80,69
2010-07-31,0.6,71.5,78,65,0.68,72.5,80,65
2010-08-01,0,75,84,66,0,75.5,86,65
2010-08-02,0.08,77,84,70,0,75.5,84,67
2010-08-03,1.6,76,87,65,0.28,76,86,66
2010-08-04,0.57,76,81,71,0.48,77,83,71
2010-08-05,0,76,84,68,0,75.5,83,68
2010-08-06,0,73,82,64,0,73,82,64
2010-08-07,0,75,84,66,0,72.5,83,62
2010-08-08,0.05,79,87,71,0.08,78,87,69
2010-08-09,0,82,89,75,0.15,80,88,72
2010-08-10,0,82.5,88,77,0,82,89,75
2010-08-11,0,83.5,90,77,0,82.5,90,75
2010-08-12,0,82,89,75,0,83,92,74
2010-08-13,0.66,82.5,93,72,0.25,82.5,92,73
2010-08-14,0,80,88,72,0,80,88,72
2010-08-15,0,75.5,84,67,0,74.5,83,66
2010-08-16,0,72,80,64,0,71.5,80,63
2010-08-17,0.03,72,79,65,0.03,71.5,79,64
2010-08-18,0.04,73.5,83,64,0.05,73.5,84,63
2010-08-19,0,78,87,69,0,77,88,66
2010-08-20,0,84,93,75,0.03,81.5,92,71
2010-08-21,0.59,78.5,86,71,0.45,78.5,86,71
2010-08-22,0,74,80,68,0,74.5,81,68
2010-08-23,0,72.5,78,67,0,72.5,80,65
2010-08-24,0,74.5,81,68,0,74,84,64
2010-08-25,0,71,79,63,0,70,79,61
2010-08-26,0,70,78,62,0,69,79,59
2010-08-27,0,72,83,61,0,72.5,86,59
2010-08-28,0,76,87,65,0,76.5,88,65
2010-08-29,0,82.5,93,72,0,82.5,94,71
2010-08-30,0,80.5,88,73,0,81,88,74
2010-08-31,0,83.5,92,75,0,84,93,75
2010-09-01,0.14,75.5,80,71,0.17,76,81,71
2010-09-02,0.92,74.5,83,66,1.55,74,83,65
2010-09-03,0,64.5,72,57,0,63,70,56
2010-09-04,0,60,68,52,0,59.5,68,51
2010-09-05,0,64.5,77,52,0,62.5,76,49
2010-09-06,0,76,84,68,0,74,82,66
2010-09-07,0,69.5,79,60,0,67.5,77,58
2010-09-08,0,62,71,53,0,61,71,51
2010-09-09,0,60.5,68,53,0,58.5,67,50
2010-09-10,0,65.5,72,59,0,63.5,72,55
2010-09-11,0.16,67,75,59,0.24,66.5,75,58
2010-09-12,0,68,83,53,0,68.5,83,54
2010-09-13,0,71.5,82,61,0,69.5,82,57
2010-09-14,0,67.5,77,58,0,65.5,77,54
2010-09-15,0.04,68,75,61,0,67,75,59
2010-09-16,0.03,63.5,70,57,0.16,61,69,53
2010-09-17,0,62.5,74,51,0,61.5,74,49
2010-09-18,0.22,63,66,60,0.35,61.5,65,58
2010-09-19,0.01,62,68,56,0,61,67,55
2010-09-20,0,70,77,63,0,68.5,75,62
2010-09-21,0.03,78,89,67,0.05,78,88,68
2010-09-22,0,69.5,75,64,0,68.5,74,63
2010-09-23,0,78,90,66,0,77,89,65
2010-09-24,0.2,68,79,57,0.26,68,80,56
2010-09-25,0,56,60,52,0,56,60,52
2010-09-26,0.05,56,60,52,0,55,60,50
2010-09-27,0.01,56,63,49,0,56.5,65,48
2010-09-28,0,58,70,46,0,58.5,71,46
2010-09-29,0,63,76,50,0,63.5,75,52
2010-09-30,0,64,75,53,0,63,74,52
2010-10-01,0.02,61.5,74,49,0.08,60.5,73,48
2010-10-02,0.25,50.5,55,46,0.26,51,57,45
2010-10-03,0.01,50,57,43,0.08,49,56,42
2010-10-04,0,50,59,41,0,49,60,38
2010-10-05,0,53,66,40,0,53.5,68,39
2010-10-06,0,61.5,78,45,0,62,78,46
2010-10-07,0,62.5,76,49,0,62.5,76,49
2010-10-08,0,64,79,49,0,63.5,79,48
2010-10-09,0,71.5,87,56,0,70.5,86,55
2010-10-10,0,71.5,84,59,0,70.5,84,57
2010-10-11,0,69,81,57,0,68,82,54
2010-10-12,0,65,76,54,0,64,76,52
2010-10-13,0.26,55.5,63,48,0.1,56.5,66,47
2010-10-14,0,54.5,66,43,0,54.5,66,43
2010-10-15,0,54.5,62,47,0,53.5,63,44
2010-10-16,0,57.5,71,44,0,55.5,71,40
2010-10-17,0,56,64,48,0,56,65,47
2010-10-18,0,52.5,60,45,0,52,61,43
2010-10-19,0,50.5,61,40,0,49.5,60,39
2010-10-20,0,58,70,46,0,57,70,44
2010-10-21,0,48.5,56,41,0,47,56,38
2010-10-22,0.01,51,65,37,0.02,48.5,64,33
2010-10-23,0.21,60.5,67,54,0.1,59.5,65,54
2010-10-24,1.01,65,73,57,0.05,63,72,54
2010-10-25,0.01,64.5,72,57,0,64,72,56
2010-10-26,0.4,62.5,71,54,0.24,62,70,54
2010-10-27,0,54,65,43,0,54,65,43
2010-10-28,0,42.5,46,39,0,42.5,46,39
2010-10-29,0,41.5,50,33,0,40.5,50,31
2010-10-30,0,52,63,41,0,52.5,63,42
2010-10-31,0,45.5,52,39,0,44,52,36
2010-11-01,0,46.5,53,40,0,43,54,32
2010-11-02,0,44.5,52,37,0,42,52,32
2010-11-03,0.01,44,53,35,0.01,42.5,54,31
2010-11-04,0.04,45,50,40,0.01,44.5,51,38
2010-11-05,0,36,41,31,0,34,40,28
2010-11-06,0,36,46,26,0,35.5,46,25
2010-11-07,0,48,60,36,0,47,59,35
2010-11-08,0,54.5,68,41,0,52.5,67,38
2010-11-09,0,57.5,69,46,0,54.5,69,40
2010-11-10,0,57.5,70,45,0,55.5,68,43
2010-11-11,0,59,68,50,0.34,56.5,67,46
2010-11-12,0,54.5,59,50,0,52,56,48
2010-11-13,0.04,49.5,59,40,0.03,48,57,39
2010-11-14,0.05,43.5,49,38,0.08,42.5,48,37
2010-11-15,0,43.5,51,36,0,41.5,51,32
2010-11-16,0,41,48,34,0,41,50,32
2010-11-17,0,41.5,47,36,0,42,47,37
2010-11-18,0,35.5,40,31,0,32.5,39,26
2010-11-19,0,40.5,51,30,0,38,51,25
2010-11-20,0,39.5,45,34,0,36.5,43,30
2010-11-21,0,51.5,61,42,0,50.5,60,41
2010-11-22,1.53,53.5,67,40,1.37,53,67,39
2010-11-23,0,33.5,40,27,0,32.5,39,26
2010-11-24,0.25,33.5,40,27,0.13,32.5,40,25
2010-11-25,0.02,32,41,23,0.01,30,39,21
2010-11-26,0,26,33,19,0,25,32,18
2010-11-27,0,28.5,35,22,0,27.5,34,21
2010-11-28,0,35,46,24,0,34,46,22
2010-11-29,0.54,43.5,50,37,0.51,41,49,33
2010-11-30,0.02,38,50,26,0.02,37,49,25
2010-12-01,0,24,26,22,0,24,26,22
2010-12-02,0,28.5,33,24,0,27.5,33,22
2010-12-03,0,25.5,32,19,0,24.5,31,18
2010-12-04,0.22,29,33,25,0.49,27.5,32,23
2010-12-05,0,20,27,13,0,19,26,12
2010-12-06,0,15.5,20,11,0,14,20,8
2010-12-07,0,16.5,21,12,0,15.5,20,11
2010-12-08,0,18.5,26,11,0,16,25,7
2010-12-09,0.04,20.5,29,12,0.03,17,29,5
2010-12-10,0,32,38,26,0,30,37,23
2010-12-11,0.41,31.5,38,25,0.45,30,36,24
2010-12-12,0.07,22.5,32,13,0.04,21.5,31,12
2010-12-13,0,13,17,9,0,11.5,16,7
2010-12-14,0,14,22,6,0,13.5,21,6
2010-12-15,0,14.5,24,5,0,13.5,25,2
2010-12-16,0,25,29,21,0.01,23.5,27,20
2010-12-17,0,17.5,22,13,0,17.5,22,13
2010-12-18,0,15.5,20,11,0,14.5,19,10
2010-12-19,0,16,21,11,0,14.5,21,8
2010-12-20,0.1,18,26,10,0.2,16.5,27,6
2010-12-21,0,29,32,26,0.02,28.5,31,26
2010-12-22,0,27.5,36,19,0,26.5,35,18
2010-12-23,0,25.5,31,20,0,24,29,19
2010-12-24,0.08,30,32,28,0.2,29.5,32,27
2010-12-25,0.03,29.5,32,27,0.06,25.5,31,20
2010-12-26,0.03,27,32,22,0.17,26,33,19
2010-12-27,0,18.5,23,14,0,16.5,22,11
2010-12-28,0,21,28,14,0,19.5,27,12
2010-12-29,0.01,27.5,37,18,0.01,22.5,36,9
2010-12-30,0,42.5,48,37,0,40,46,34
2010-12-31,1.05,51,56,46,0.67,47,53,41
2011-01-01,0,30.5,46,15,0,27.5,41,14
2011-01-02,0,19,25,13,0,18,24,12
2011-01-03,0,29,36,22,0,29,36,22
2011-01-04,0,23,32,14,0,21.5,30,13
2011-01-05,0,21.5,32,11,0,19.5,31,8
2011-01-06,0,24.5,30,19,0,23,28,18
2011-01-07,0,18,23,13,0.02,17,22,12
2011-01-08,0,17,24,10,0,16.5,24,9
2011-01-09,0,21,31,11,0,20,31,9
2011-01-10,0,25.5,32,19,0,25.5,33,18
2011-01-11,0.09,25,27,23,0.31,24.5,27,22
2011-01-12,0,25.5,29,22,0,23,26,20
2011-01-13,0,20.5,25,16,0,19.5,24,15
2011-01-14,0,22,27,17,0.01,20,24,16
2011-01-15,0,22.5,27,18,0,18.5,24,13
2011-01-16,0,17,24,10,0,14,22,6
2011-01-17,0.11,27,35,19,0.31,25,32,18
2011-01-18,0.03,29,35,23,0.1,25.5,32,19
2011-01-19,0,21.5,26,17,0,19,23,15
2011-01-20,0,14.5,22,7,0,12,19,5
2011-01-21,0,5,11,-1,0,2,8,-4
2011-01-22,0,13,19,7,0.01,11,17,5
2011-01-23,0,14,21,7,0.01,12,20,4
2011-01-24,0,22.5,29,16,0.03,21,27,15
2011-01-25,0,26.5,31,22,0,25,29,21
2011-01-26,0,24,29,19,0,23,28,18
2011-01-27,0.02,22,26,18,0.03,21,25,17
2011-01-28,0,25,32,18,0,25,31,19
2011-01-29,0,31,35,27,0,29.5,33,26
2011-01-30,0,29.5,32,27,0,28,30,26
2011-01-31,0.02,23.5,27,20,0.09,23,26,20
2011-02-01,0.26,22,24,20,0.74,21.5,23,20
2011-02-02,0.08,17.5,25,10,0.74,14,23,5
2011-02-03,0,7.5,17,-2,0,5,16,-6
2011-02-04,0,17,27,7,0,15,25,5
2011-02-05,0,20,29,11,0,16,28,4
2011-02-06,0.1,29,32,26,0.2,28,32,24
2011-02-07,0.03,27.5,32,23,0.13,25.5,32,19
2011-02-08,0,13.5,23,4,0,11,20,2
2011-02-09,0,7,13,1,0,5,12,-2
2011-02-10,0,4.5,15,-6,0,3.5,16,-9
2011-02-11,0,20,30,10,0,17.5,30,5
2011-02-12,0,32,38,26,0,30.5,37,24
2011-02-13,0,41.5,49,34,0,38.5,45,32
2011-02-14,0,36.5,44,29,0,34,42,26
2011-02-15,0.03,33.5,40,27,0,30.5,38,23
2011-02-16,0,44.5,52,37,0,43,49,37
2011-02-17,0,54,58,50,0,51.5,56,47
2011-02-18,0,44,54,34,0,41.5,50,33
2011-02-19,0,32,36,28,0,30,35,25
2011-02-20,0.95,33,37,29,0.95,32,36,28
2011-02-21,0.02,30,35,25,0,29,33,25
2011-02-22,0,25.5,27,24,0.03,25,27,23
2011-02-23,0.07,29,34,24,0.11,28.5,33,24
2011-02-24,0,35.5,38,33,0,34,36,32
2011-02-25,0,33.5,37,30,0.11,32.5,36,29
2011-02-26,0.05,30.5,34,27,0.12,28.5,33,24
2011-02-27,0.32,32.5,38,27,0.25,30.5,36,25
2011-02-28,0.04,32,38,26,0.14,31,37,25
2011-03-01,0,35,45,25,0,32.5,43,22
2011-03-02,0,32,38,26,0,30.5,37,24
2011-03-03,0,36.5,46,27,0,35,45,25
2011-03-04,0.61,47.5,59,36,1.11,44.5,54,35
2011-03-05,0.01,31.5,36,27,0.16,31.5,36,27
2011-03-06,0,30.5,34,27,0,30,34,26
2011-03-07,0,30,35,25,0,29,34,24
2011-03-08,0.01,38.5,45,32,0.01,38.5,45,32
2011-03-09,0.38,41,48,34,0.39,38.5,44,33
2011-03-10,0.01,33.5,37,30,0,34.5,37,32
2011-03-11,0,38,48,28,0,37,47,27
2011-03-12,0,37.5,45,30,0,36,44,28
2011-03-13,0,34,43,25,0,32.5,41,24
2011-03-14,0,35.5,42,29,0,34,42,26
2011-03-15,0,36,39,33,0,35,39,31
2011-03-16,0,47.5,62,33,0,46,60,32
2011-03-17,0,57.5,68,47,0,57.5,67,48
2011-03-18,0,47,56,38,0,43.5,53,34
2011-03-19,0,42,49,35,0,39,50,28
2011-03-20,0.44,51.5,61,42,0.32,48.5,57,40
2011-03-21,0.01,51,60,42,0.02,50.5,60,41
2011-03-22,0.18,41.5,44,39,0.3,39.5,42,37
2011-03-23,0.13,39,47,31,0.3,34.5,41,28
2011-03-24,0,31.5,35,28,0.01,29,34,24
2011-03-25,0,31,36,26,0,29,34,24
2011-03-26,0,29.5,33,26,0,28.5,32,25
2011-03-27,0,31,35,27,0,29,35,23
2011-03-28,0,30,36,24,0,28.5,36,21
2011-03-29,0,34.5,41,28,0,33,42,24
2011-03-30,0,38.5,46,31,0,35.5,45,26
2011-03-31,0,36,46,26,0,35.5,48,23
2011-04-01,0.15,38.5,46,31,0.18,36.5,45,28
2011-04-02,0,45.5,54,37,0,45,54,36
2011-04-03,0.04,59.5,77,42,0.13,53.5,72,35
2011-04-04,0.12,54.5,69,40,0.11,54,68,40
2011-04-05,0,43.5,52,35,0,43,53,33
2011-04-06,0,50,58,42,0,50.5,59,42
2011-04-07,0.34,42.5,46,39,0.25,42.5,46,39
2011-04-08,0.51,45,47,43,0.51,42.5,45,40
2011-04-09,0,56,66,46,0,55,66,44
2011-04-10,0.08,74.5,84,65,0,69.5,83,56
2011-04-11,0,58,69,47,0,55.5,67,44
2011-04-12,0,49.5,58,41,0,49,58,40
2011-04-13,0,52,66,38,0,52,68,36
2011-04-14,0,48.5,54,43,0,46.5,53,40
2011-04-15,0.17,47,54,40,0.34,44,51,37
2011-04-16,0.13,43.5,51,36,0.2,42,49,35
2011-04-17,0.08,43,52,34,0.08,44,53,35
2011-04-18,0.34,38,43,33,0.49,36.5,41,32
2011-04-19,0.81,38.5,41,36,0.95,36,38,34
2011-04-20,0,40,44,36,0.01,37.5,43,32
2011-04-21,0.01,41,49,33,0.03,41,50,32
2011-04-22,0.71,49,57,41,0.56,42.5,46,39
2011-04-23,0,57,65,49,0,54.5,64,45
2011-04-24,0,51.5,57,46,0,50.5,56,45
2011-04-25,0.37,50,55,45,0.34,49.5,54,45
2011-04-26,0.6,59,68,50,0.38,57.5,68,47
2011-04-27,0.28,49.5,55,44,0.31,49,55,43
2011-04-28,0.04,44,47,41,0.03,42.5,45,40
2011-04-29,0,49,61,37,0,49,62,36
2011-04-30,0,61,73,49,0,59.5,71,48
2011-05-01,0,58,64,52,0,55,63,47
2011-05-02,0,51.5,60,43,0,50.5,59,42
2011-05-03,0,44.5,51,38,0,43.5,50,37
2011-05-04,0,47,57,37,0,48,59,37
2011-05-05,0.1,51.5,62,41,0.06,49,63,35
2011-05-06,0,57,69,45,0,56,68,44
2011-05-07,0,53,60,46,0,51.5,60,43
2011-05-08,0,56,68,44,0,53.5,68,39
2011-05-09,0,62.5,74,51,0,60,73,47
2011-05-10,0,77.5,91,64,0,76,90,62
2011-05-11,0.28,77.5,88,67,0.13,75,87,63
2011-05-12,0.02,75,87,63,0.29,72,86,58
2011-05-13,0.01,62,77,47,0.02,62,77,47
2011-05-14,0.43,48.5,51,46,0.31,49,53,45
2011-05-15,0.37,45,48,42,0.31,43.5,46,41
2011-05-16,0,46.5,53,40,0,44.5,52,37
2011-05-17,0,50,60,40,0,50,60,40
2011-05-18,0.03,55.5,61,50,0.07,53,57,49
2011-05-19,0,61.5,73,50,0,60.5,72,49
2011-05-20,0,61,72,50,0,61.5,73,50
2011-05-21,0,63.5,76,51,0.01,62.5,75,50
2011-05-22,0.12,76.5,88,65,0.58,74,87,61
2011-05-23,0,72.5,80,65,0,69.5,79,60
2011-05-24,0.01,58.5,69,48,0.11,56.5,66,47
2011-05-25,1.9,62,75,49,2.24,57,67,47
2011-05-26,0.61,46.5,50,43,1.06,46,49,43
2011-05-27,0.01,50,58,42,0,49,58,40
2011-05-28,0.23,58,64,52,0.12,56.5,62,51
2011-05-29,0.92,64.5,72,57,1.88,61,70,52
2011-05-30,0,77.5,90,65,0,72,88,56
2011-05-31,0,78.5,88,69,0.08,77,85,69
2011-06-01,0,72.5,82,63,0,70,81,59
2011-06-02,0,63,69,57,0.02,62.5,69,56
2011-06-03,0.18,72.5,88,57,0.01,71,87,55
2011-06-04,0.5,79,91,67,0.18,78,92,64
2011-06-05,0.01,73.5,84,63,0,72.5,85,60
2011-06-06,0,78,94,62,0,76.5,93,60
2011-06-07,0,86.5,96,77,0,85.5,96,75
2011-06-08,0.69,81.5,96,67,0.17,80.5,95,66
2011-06-09,2.17,60.5,69,52,0.93,59.5,69,50
2011-06-10,0.44,61,71,51,0.52,60,69,51
2011-06-11,0.1,59,65,53,0.03,57,62,52
2011-06-12,0,57.5,64,51,0,57,64,50
2011-06-13,0,63.5,71,56,0,63,72,54
2011-06-14,0,67.5,77,58,0,65,77,53
2011-06-15,0.84,64.5,72,57,0.8,64,71,57
2011-06-16,0.03,71.5,81,62,0.04,71,81,61
2011-06-17,0,73,82,64,0,71,82,60
2011-06-18,0,73,83,63,0,72.5,84,61
2011-06-19,0,74,83,65,0,72,81,63
2011-06-20,1.23,74.5,80,69,0.18,72,79,65
2011-06-21,0.08,79,89,69,0.45,77.5,89,66
2011-06-22,0.02,70.5,75,66,0.02,68.5,73,64
2011-06-23,0.05,67.5,72,63,0.01,66.5,71,62
2011-06-24,0,64,68,60,0,64,68,60
2011-06-25,0,69.5,78,61,0,68.5,79,58
2011-06-26,0,72,80,64,0,69,81,57
2011-06-27,0.14,73.5,80,67,0.03,73,81,65
2011-06-28,0,73,81,65,0,72,81,63
2011-06-29,0,71.5,80,63,0,70,81,59
2011-06-30,0.03,77.5,89,66,0,74,88,60
2011-07-01,0.01,79.5,89,70,0,80.5,89,72
2011-07-02,0,83,93,73,0,82.5,94,71
2011-07-03,0,78,86,70,0,76.5,84,69
2011-07-04,0,78,88,68,0,77,89,65
2011-07-05,0,79.5,92,67,0,79.5,91,68
2011-07-06,0,79,87,71,0,78,86,70
2011-07-07,0.07,73.5,81,66,0,72.5,82,63
2011-07-08,0,75.5,86,65,0,73.5,86,61
2011-07-09,0,78.5,90,67,0,76,91,61
2011-07-10,0,83,91,75,0,82.5,91,74
2011-07-11,0.13,80,90,70,0.39,79.5,88,71
2011-07-12,0.01,79.5,88,71,0.01,78.5,87,70
2011-07-13,0,70,74,66,0,68.5,74,63
2011-07-14,0,73.5,82,65,0,70.5,82,59
2011-07-15,0,78.5,86,71,0,78.5,87,70
2011-07-16,0,82,90,74,0,80,89,71
2011-07-17,0,84.5,95,74,0,82,95,69
2011-07-18,0,87,93,81,0.01,86,92,80
2011-07-19,0,85.5,92,79,0,85.5,93,78
2011-07-20,0,88.5,100,77,0.02,86,99,73
2011-07-21,0,91.5,101,82,0.02,87,99,75
2011-07-22,0.14,85.5,100,71,1.55,79,88,70
2011-07-23,0.04,78.5,87,70,6.86,78.5,87,70
2011-07-24,0.02,79.5,87,72,0.18,79.5,87,72
2011-07-25,0.01,81.5,90,73,0,80.5,88,73
2011-07-26,0.01,78.5,85,72,0,77,83,71
2011-07-27,0,82,92,72,0.71,79,90,68
2011-07-28,0,81,88,74,0.7,80,87,73
2011-07-29,0.36,80,86,74,0.7,78.5,86,71
2011-07-30,0,79.5,91,68,0,79,91,67
2011-07-31,0,82,91,73,0,79,90,68
2011-08-01,0,83.5,91,76,0,82.5,91,74
2011-08-02,0.28,83.5,93,74,0.43,83.5,93,74
2011-08-03,0,80,87,73,0,79,86,72
2011-08-04,0,75.5,82,69,0,76.5,84,69
2011-08-05,0,77,84,70,0,76,83,69
2011-08-06,0.69,79,85,73,0.18,78.5,85,72
2011-08-07,0.49,78.5,87,70,0.75,77,86,68
2011-08-08,0.29,74.5,80,69,0.63,74,80,68
2011-08-09,0.01,74,82,66,0,72,80,64
2011-08-10,0,70,78,62,0,69,77,61
2011-08-11,0,70.5,81,60,0,69,81,57
2011-08-12,0,73.5,82,65,0,70.5,81,60
2011-08-13,0.93,75,84,66,0.75,72.5,83,62
2011-08-14,0.01,68.5,75,62,0,68.5,75,62
2011-08-15,0,69.5,80,59,0,69.5,82,57
2011-08-16,0,73,83,63,0,73,85,61
2011-08-17,0,74,83,65,0,72.5,83,62
2011-08-18,0,78,85,71,0,75.5,84,67
2011-08-19,0,76.5,86,67,0,75.5,87,64
2011-08-20,0.39,73.5,79,68,1.11,73,80,66
2011-08-21,0.01,73.5,81,66,0,72,80,64
2011-08-22,0,71.5,82,61,0,70.5,82,59
2011-08-23,0.4,70,74,66,0.65,67.5,73,62
2011-08-24,0,80.5,91,70,0,80.5,92,69
2011-08-25,0,72.5,80,65,0,73.5,83,64
2011-08-26,0,72,83,61,0,71,83,59
2011-08-27,0,75,83,67,0,72.5,81,64
2011-08-28,0,69,77,61,0,69,77,61
2011-08-29,0,69.5,78,61,0,69,79,59
2011-08-30,0.02,71.5,79,64,0.04,68.5,76,61
2011-08-31,0.05,76.5,88,65,0,76,87,65
2011-09-01,0,84,94,74,0,82,93,71
2011-09-02,0,86.5,94,79,0,84,92,76
2011-09-03,0.15,79,87,71,0.02,79,89,69
2011-09-04,0,67,74,60,0,65.5,73,58
2011-09-05,0,60,67,53,0,58.5,65,52
2011-09-06,0,61.5,66,57,0,58.5,66,51
2011-09-07,0,64,70,58,0,61,70,52
2011-09-08,0.06,68,74,62,0,66,75,57
2011-09-09,0.11,68,72,64,0.02,66,72,60
2011-09-10,0.01,67,76,58,0,67,78,56
2011-09-11,0,71.5,83,60,0,70,83,57
2011-09-12,0,75,86,64,0,75,86,64
2011-09-13,0,67,76,58,0,64.5,73,56
2011-09-14,0,54,60,48,0.08,52.5,58,47
2011-09-15,0,52,60,44,0,50.5,59,42
2011-09-16,0,53.5,59,48,0,52,58,46
2011-09-17,0,60.5,69,52,0,59,68,50
2011-09-18,0.34,61,66,56,0.43,60,65,55
2011-09-19,0.41,62,68,56,0.24,61.5,69,54
2011-09-20,0.01,64,75,53,0,61.5,74,49
2011-09-21,0,64.5,72,57,0,63.5,71,56
2011-09-22,0,58,63,53,0,57.5,64,51
2011-09-23,0.02,55,62,48,0,55,62,48
2011-09-24,0.07,57,63,51,0.14,56.5,62,51
2011-09-25,0.23,59,65,53,0.08,57.5,64,51
2011-09-26,0.9,58,63,53,1.21,56.5,60,53
2011-09-27,0.25,58.5,63,54,0.31,58.5,63,54
2011-09-28,0.15,58.5,64,53,0.77,58,63,53
2011-09-29,0.09,58.5,66,51,0.06,57.5,66,49
2011-09-30,0.17,52.5,58,47,0.09,51,57,45
