"mergeid","cftype","gniscode","cfname","cfsubtype","comment","source","jurisdicti","community","address","POINT_X","POINT_Y"
"23930","School",408701,"Franklin Elementary Fine Arts Center","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","225 W Evergreen Ave",-87.6358549757,41.9061756552
"23932","School",0,"Ogden School","Public School",,"GI","CHICAGO BD EDUCATION","Chicago","1409 N Ogden Ave",-87.6454872175,41.9070215001
"23937","School",419911,"De Diego Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1337 N Claremont Ave",-87.6854282314,41.9056550078
"23939","School",417087,"Sabin Elementary Magnet School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2216 W Hirsch St",-87.6828743885,41.9073376938
"23942","School",410452,"Holy Trinity High School","Non Public School",,"ABCGI","HOLY TRINITY HIGH SCHL","Chicago","1150 N Cleaver St",-87.6642376723,41.9029646176
"23943","School",0,"Prologue Early College High School","Public School",,"ABGI","CATHOLIC BISHOP CHGO","Chicago","1118 N Noble St",-87.6631744025,41.9026412194
"23947","School",0,"Lozano Bilingual School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","1424 N Cleaver St",-87.6645806088,41.9081284032
"23948","School",414964,"Ogden Elementary School","Public School",,"ACG","CHICAGO BD EDUCATION","Chicago","24 W Walton St",-87.6290777113,41.9002596292
"23951","School",0,"Catherine Cook School","Non Public School",,"AGI","CATHERINE COOK SCHOOL","Chicago","226 W Schiller St",-87.6360226154,41.9078491413
"23953","School",1830640,"Immaculate Conception School","Non Public School",,"BCGI","CATHOLIC BISHOP CHGO","Chicago","1431 N Park Ave",-87.6360841205,41.9083619984
"23955","School",412885,"Manierre Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1420 N Hudson Ave",-87.6402273202,41.9077737277
"23956","School",0,"Frances Xavier Warde School","Non Public School",,"AGI","CATHOLIC BISHOP CHGO","Chicago","751 N State St",-87.6281602174,41.8961627212
"23957","School",419877,"Trinity Lutheran School","Non Public School",,"ACG","TRINITY EV LUTH CHURCH","Lansing","18148 Glen Ter",-87.5567906022,41.5655835984
"23962","School",1831551,"Northwestern University - Lake Shore Center","Public School",,"CG","NORTHWESTERN UNIV","Chicago","269 E Chestnut St",-87.6185235047,41.898176801
"23965","School",1831177,"Chicago Academy for the Arts","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","1010 W Chicago Ave",-87.6528695721,41.8965480995
"23974","School",417654,"Saint Nicholas School","Non Public School",,"ACGI","ST NICHOLAS DIOC CHGO","Chicago","2200 W Rice St",-87.6832550922,41.8969349759
"23975","School",1832750,"Pritzker Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2009 W Schiller St",-87.6783230514,41.906600851
"23984","School",0,"Noble Street Charter School","Public School",,"GI","CATHOLIC BISHOP CHGO","Chicago","1454 W Superior St",-87.6647986578,41.8953690265
"23991","School",0,"Hope Institute Learning Academy Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","111 N Paulina St",-87.6681523887,41.8837582248
"23994","School",404963,"Brown W Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","54 N Hermitage Ave",-87.6711750037,41.8827760801
"23995","School",0,"Ogden International High School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","1250 W Erie St",-87.658594347,41.893929372
"23996","School",405624,"Carpenter Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1250 W Erie St",-87.658594347,41.893929372
"23998","School",1829727,"Near North Montessori School","Non Public School",,"ACGI","N N MONTESSORI SCHOOL","Chicago","1434 W Division St",-87.6644159713,41.9037616167
"24004","School",1836587,"Rauner School","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","1337 W Ohio St",-87.6609396888,41.8921736566
"24006","School",415205,"Otis Elementary School","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","1448 W Grand Ave",-87.6647193078,41.8916551107
"24007","School",0,"University of Chicago Downtown Campus Gleacher Center","Public School",,"G","UNIV OF CHICAGO","Chicago","450 N Cityfront Plaza Dr",-87.622297037,41.8896643151
"24008","School",419526,"Talcott Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1840 W Ohio St",-87.6734546774,41.8926586443
"24009","School",1832952,"Harold Washington College","Public School",,"CG","PUB BLDG COMM OF CHGO","Chicago","30 E Lake St",-87.626852952,41.8860527635
"24025","School",0,"Lake Shore Preparatory School","Non Public School",,"AI",,"Chicago","300 W Hill St",-87.635650744,41.9029834925
"24031","School",0,"Saint John The Evangelist School","Non Public School",,"GI","CATHOLIC BISHOP CHGO","Streamwood","502 S Park Blvd",-88.1684108246,42.0204915393
"24036","School",413738,"Monroe Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3651 W Schubert Ave",-87.7190178239,41.9294484206
"24039","School",404200,"Saint John Berchmans School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2509 W Logan Blvd",-87.6908456833,41.9278866075
"24042","School",417979,"Sandridge School","Public School",,"ACGIL","SCHOOL DIST #172","Bloom Twp","2946 Glenwood-Dyer Rd",-87.5449717808,41.5195997379
"24043","School",1831377,"Logandale Middle School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2945 N Sawyer Ave",-87.7081107811,41.9347952784
"24044","School",403771,"Avondale Elementary School","Public School",,"CGI","CHICAGO BD EDUCATION","Chicago","2945 N Sawyer Ave",-87.7081107811,41.9347952784
"24049","School",417319,"Saint Hyacinth School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3640 W Wolfram St",-87.7188246348,41.9331200938
"24055","School",415246,"Our Lady of Grace School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2446 N Ridgeway Ave",-87.7211078648,41.9257394994
"24065","School",417138,"Saint Andrew School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","1710 W Addison St",-87.6713668637,41.9472394885
"24072","School",0,"Devry Advantage Academy High School","Public School",,"AGI",,"Chicago","3300 N Campbell Ave",-87.6920475512,41.9424178652
"24076","School",406959,"Darwin Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3116 W Belden Ave",-87.7054225581,41.923761244
"24077","School",1825999,"Chicago City Day School","Non Public School",,"ABCGI","CHICAGO CITY DAY SCH","Chicago","541 W Hawthorne Pl",-87.643083503,41.944156722
"24081","School",0,"Uhlich Childrens Home","Non Public School","Special Education","AG","UH EVN LTH ORPHN ASYLM","Chicago","3737 N Mozart St",-87.6986183609,41.9495145313
"24084","School",1830649,"Chicago International Charter - Irving Park  School","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","3834 N Spaulding Ave",-87.7108237459,41.9511921809
"24086","School",416516,"Reilly Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3638 W School St",-87.7193105268,41.9416783215
"24087","School",414248,"Murphy Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3539 W Grace St",-87.7170858262,41.9496564515
"24089","School",0,"Park View Lutheran School","Non Public School",,"AGI","PARK VIEW LUTH CHURCH","Chicago","3919 N Monticello Ave",-87.71868376,41.952524705
"24091","School",406248,"Cleveland Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3121 W Byron St",-87.7061285001,41.9516037934
"24092","School",412247,"Linne Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3221 N Sacramento Ave",-87.7022295043,41.9403075515
"24097","School",409197,"Gordon Technical High School","Non Public School",,"ACGI","CONG OF RESURRECTION","Chicago","3633 N California Ave",-87.6974286481,41.9480728535
"24099","School",417805,"Saint Sylvester School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3027 W Palmer Blvd",-87.7031709982,41.9202985067
"24102","School",403724,"Audubon Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3500 N Hoyne Ave",-87.6815541988,41.9454941915
"24103","School",409701,"Hamilton Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1650 W Cornelia Ave",-87.6706583907,41.9455461717
"24105","School",409951,"Hawthorne Elementary Scholastic Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3319 N Clifton Ave",-87.6572098587,41.9424588632
"24106","School",406545,"Coonley Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4046 N Leavitt St",-87.6842535105,41.9551965364
"24108","School",414370,"Nettlehorst Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3252 N Broadway Ave",-87.6451965453,41.9414854637
"24109","School",413952,"Mount Carmel Academy","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","720 W Belmont Ave",-87.647467361,41.9403238349
"24112","School",414157,"Mozart Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2200 N Hamlin Ave",-87.7224032002,41.9215020291
"24118","School",411022,"Jahn Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3149 N Wolcott Ave",-87.6754590938,41.9391725599
"24123","School",417208,"Cardinal Bernardin Center","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","1651 W Diversey Pkwy",-87.6704304392,41.9315603114
"24128","School",417241,"Saint Clement School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2524 N Orchard St",-87.6467655836,41.9284057346
"24130","School",403384,"Alcott Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2625 N Orchard St",-87.6457518936,41.9298507385
"24132","School",412196,"Lincoln Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","617 W Kemper Pl",-87.6448089925,41.9243670139
"24134","School",415398,"Francis W Parker School","Non Public School",,"ABCGI","F W PARKER SCHOOL","Chicago","330 W Webster Ave",-87.6377105055,41.9226956295
"24135","School",1836710,"Saint Josaphat School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2245 N Southport Ave",-87.6628986823,41.9231035992
"24141","School",0,"Alphonsus Academy & Center for Arts","Non Public School",,"AGI","CATHOLIC BISHOP CHGO","Chicago","1456 W Oakdale Ave",-87.66480795,41.9355836165
"24144","School",404815,"Brentano Elementary Math and Science Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2723 N Fairfield Ave",-87.6958911915,41.9308978424
"24146","School",417288,"UNO Charter School - Fuentes","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","2845 W Barry Ave",-87.6994244177,41.9372958164
"24149","School",0,"Creme de la Creme","Non Public School",,"AI",,"Chicago","2230 N Dominick St",-87.6672047937,41.922019849
"24150","School",0,"Garcia Lorca Elementary School","Public School",,"AI","BOARD EDUCATION","Chicago","3231 N Springfield Ave",-87.7243364351,41.940057277
"24155","School",407022,"De Paul University","Public School",,"CGI","DE PAUL UNIVERSITY","Chicago","2320 N Kenmore Ave",-87.6541461095,41.9242579467
"24162","School",419097,"Steinmetz High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3030 N Mobile Ave",-87.783148563,41.9356116546
"24165","School",403935,"Barry Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2828 N Kilbourn Ave",-87.7398956746,41.9326745957
"24170","School",404112,"Belding Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4257 N Tripp Ave",-87.7336713926,41.958150872
"24172","School",0,"Lydia Urban Academy","Non Public School",,"AGI","LYDIA HOME ASSOCIATION","Chicago","4300 W Irving Park Rd",-87.7360230958,41.9541034423
"24182","School",417276,"Saint Ferdinand School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","3131 N Mason Ave",-87.7744792908,41.9374700312
"24183","School",0,"Notre Dame High School for Girls","Non Public School",,"AGI","CATHOLIC BISHOP CHGO","Chicago","3115 N Mason Ave",-87.7744792908,41.9374700312
"24185","School",417669,"Saint Patrick High School","Non Public School",,"ABCGI","ST PATRICK HIGH SCHOOL","Chicago","5900 W Belmont Ave",-87.7747914116,41.9391998333
"24188","School",418116,"Schubert Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2727 N Long Ave",-87.7600556175,41.9299928955
"24189","School",1833220,"Saint Genevieve School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4834 W Montana St",-87.748098427,41.9254040721
"24196","School",415261,"Our Saviour Lutheran School","Non Public School",,"ACGI","OUR SAVIOR LUTH CH","Chicago","7151 W Cornelia Ave",-87.8065745726,41.9432087884
"24198","School",417661,"Saint Pascal School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6143 W Irving Park Rd",-87.7807520719,41.9526872477
"24204","School",0,"Camras Elementary School","Public School",,"AGI","NOTRE DAME HIGH SCHOOL","Chicago","3000 N Mango Ave",-87.7703963499,41.9357836362
"24206","School",0,"Oak Park Christian Academy","Non Public School",,"ABGI","GRACE EV FREE CHURCH","Chicago","3105 N Oak Park Ave",-87.7952958032,41.9365979644
"24218","School",418661,"Smyser Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4310 N Melvina Ave",-87.7828134768,41.9589519897
"24225","School",417844,"Saint William School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2558 N Newland Ave",-87.7999616321,41.9266847227
"24226","School",413452,"Messiah Lutheran School","Non Public School",,"CGI","MESSIAH EVANG LUTH CO","Chicago","6200 W Patterson Ave",-87.781776757,41.9468884715
"24231","School",1830869,"Evangelical Assembly Of God School","Non Public School",,"CG","EVANGEL ASSM OF GOD","Chicago","5026 W Diversey Ave",-87.7527441067,41.9317140781
"24236","School",0,"Chicago Academy High School","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","3400 N Austin Ave",-87.7776118455,41.9430135524
"24237","School",0,"Chicago Academy Elementary School","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","3400 N Austin Ave",-87.7776118455,41.9430135524
"24240","School",412699,"Lovett Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6333 W Bloomingdale Ave",-87.7838106327,41.9120755142
"24251","School",0,"Chicago Christian Academy","Non Public School",,"AGI","EVANGEL ASSM OF GOD","Chicago","5110 W Diversey Ave",-87.7544202599,41.9314402998
"24253","School",417189,"Saint Bartholomew School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4941 W Patterson Ave",-87.7513111322,41.9467230001
"24257","School",409232,"Grace English Lutheran School","Non Public School",,"ABCGI","GRACE ENGLISH LUTH CH","Chicago","2725 N Laramie Ave",-87.7558357054,41.9302350477
"24266","School",413526,"Midwest Christian Academy","Non Public School",,"ACGI","MIDWEST BIBLE CHURCH","Chicago","3465 N Cicero Ave",-87.7464353133,41.9441181384
"24268","School",418059,"Scammon Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4201 W Henderson St",-87.7331305887,41.9412915584
"24270","School",418121,"Schurz High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3601 N Milwaukee Ave",-87.7360699437,41.9473993589
"24272","School",417833,"Saint Viator School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4140 W Addison St",-87.7313165263,41.9470861521
"24276","School",1825864,"Bartlett Elementary School","Public School",,"CGI","SCHOOL DIST U-46","Bartlett","111 E North Ave",-88.1829016129,41.9939891295
"24284","School",1826119,"Richard J Daley College","Public School",,"CG","CHICAGO PUB BLDG COMM","Chicago","7500 S Pulaski Rd",-87.7239314426,41.7566037433
"24286","School",419119,"Stevenson Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","8010 S Kostner Ave",-87.7325119186,41.7465428823
"24287","School",417252,"Saint Daniel the Prophet School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","5337 S Natoma Ave",-87.7873621584,41.794753049
"24293","School",404545,"Blair Early Childhood Center","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6751 W 63rd Pl",-87.789763839,41.7763559821
"24294","School",417783,"Saint Rene Goupil","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6340 S New England Ave",-87.7946764236,41.7760942829
"24300","School",417119,"Saint Adrian School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","7054 S Washtenaw Ave",-87.6911862771,41.7649177258
"24304","School",419545,"Tarkington School","Public School",,"CGI","CHICAGO PARK DISTRICT","Chicago","6700 S Kedzie Ave",-87.702837265,41.768029968
"24305","School",412994,"Maria High School","Non Public School",,"ACGI","MARIA HIGH SCHOOL","Chicago","6727 S California Ave",-87.6919630368,41.7709342926
"24306","School",413284,"McKay Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6901 S Fairfield Ave",-87.6912639879,41.767299101
"24308","School",417541,"Saint Mary Star of the Sea","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4445 W 64th St",-87.7342766017,41.7757922832
"24315","School",417820,"Chicago International Charter Schools  - Wrightwood","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","8130 S California Ave",-87.693439604,41.7455281286
"24320","School",416965,"Rosenwald School","Public School",,"CG","CHICAGO BD EDUCATION","Chicago","2601 W 80th St",-87.687678664,41.747754785
"24323","School",1832789,"Queen of the Universe School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","7132 S Hamlin Ave",-87.7180725571,41.763049354
"24325","School",426609,"Bogan High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3939 W 79th St",-87.7201458428,41.748884651
"24329","School",417194,"Saint Bede the Venerable School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4440 W 83rd St",-87.7324130141,41.7424971683
"24334","School",2041393,"Ashburn Community Elementary School","Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","8300 S Saint Louis Ave",-87.7099929879,41.7419066554
"24337","School",426847,"Ashburn Lutheran School","Non Public School",,"ACGI","ASHBURN LUTH CHURCH","Chicago","3345 W 83rd St",-87.7067341685,41.7422570103
"24339","School",416312,"Saint Rita High School","Non Public School",,"ABCGI","PROVINCE MOTHER OF G C","Chicago","7740 S Western Ave",-87.6853837163,41.751947188
"24341","School",0,"New Direction College Preparatory","Non Public School",,"AG","MONUMENT OF FAITH CH","Chicago","2750 W Columbus Ave",-87.6910536772,41.7564394626
"24346","School",410004,"Hearst Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4640 S Lamon Ave",-87.7468504739,41.8084848661
"24349","School",417340,"Saint Jane de Chantal School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","5201 S Mcvicker Ave",-87.7729663902,41.7979271765
"24352","School",409099,"Gloria Dei Lutheran School","Non Public School",,"ACGI","GLORIA DEI EV LUTH CH","Chicago","5259 S Major Ave",-87.7647805363,41.7967057681
"24353","School",415256,"Our Lady of the Snows School","Non Public School",,"ABCGI","CATHOLIC BISHOP CHGO","Chicago","4810 S Leamington Ave",-87.7522898172,41.8050049605
"24357","School",1830926,"Kennedy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6325 W 56th St",-87.7798594541,41.7899396318
"24358","School",411533,"Kinzie Elementary School","Public School",,"CGI","CHICAGO BD EDUCATION","Chicago","6325 W 56th St",-87.7798594541,41.7899396318
"24362","School",417806,"Saint Symphorosa School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6125 S Austin Ave",-87.7711433312,41.7801842036
"24365","School",407319,"Dore Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6108 S Natoma Ave",-87.7880012507,41.7804732525
"24366","School",412750,"Luther High School South","Non Public School",,"ABCGI","LUTHER HS SOUTH ASSN","Chicago","3130 W 87th St",-87.6991182194,41.7366294041
"24371","School",0,"Lordanchild Christian Day Care","Non Public School",,"AI",,"Chicago","3344 W 79th St",-87.7069716281,41.7500183394
"24391","School",412733,"Loyola University","Public School",,"CGI","LOYOLA UNIV OF CHGO","Chicago","1032 W Sheridan Rd",-87.6582938643,41.9999042076
"24394","School",1833087,"Academy Sacred Heart/Hardey Prep School","Non Public School",,"ACGI","CONVENT SACRED HEART","Chicago","6250 N Sheridan Rd",-87.6560231531,41.9954833241
"24398","School",413120,"Mather High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5835 N Lincoln Ave",-87.7010815006,41.9879392553
"24404","School",1831524,"Northeastern Illinois University","Public School",,"CGH",,"Chicago","5500 N Saint Louis Ave",-87.7183945645,41.979674193
"24408","School",408079,"Field Elementary School","Public School",,"ABCGI","CHICAGO BD EDUCATION","Chicago","7019 N Ashland Blvd",-87.6692673127,42.0096675655
"24413","School",1833228,"Northside Catholic Academy","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","6216 N Glenwood Ave",-87.6656599319,41.9953915372
"24417","School",417122,"Saint Agnes School","Non Public School",,"ACGIL","SRS ST FRANCIS HLTH SV","Chicago Heights","1501 Chicago Rd",-87.6401671753,41.5038558932
"24422","School",1826340,"Yeshivas Tiferes T2V1 School","Non Public School",,"ABCGI","HEBREW PAROCHIAL SCHL","Chicago","6122 N California",-87.6998260809,41.9926675421
"24423","School",403627,"Armstrong G Elementary School","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","2110 W Greenleaf Ave",-87.6849686289,42.0106121498
"24425","School",0,"Islamic Center of Chicago Full Time School","Non Public School",,"ABGI","AT TAKAFUL ISLAMIC SOC","Chicago","5933 N Lincoln Ave",-87.7048057414,41.989359202
"24426","School",409967,"Hayt Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1518 W Granville Ave",-87.6687571738,41.9949234247
"24427","School",414234,"Loyola University Chicago - Lake Shore Campus","Public School",,"CG","MUNDELEIN COLLEGE","Chicago","6339 N Sheridan Rd",-87.6552693538,41.9982045901
"24430","School",419486,"Swift Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5900 N Winthrop Ave",-87.6585863879,41.9890891999
"24433","School",0,"Loyola University - Campus Post","Public School",,"G","LOYOLA UNIV OF CHGO","Chicago","6317 N Broadway St",-87.6599409977,41.997031882
"24435","School",0,"Yeshivas Meor Hatorah of Chicago","Non Public School",,"AG","AG BETH ISRAEL CONG","Chicago","3635 W Devon Ave",-87.7208995319,41.9969731473
"24437","School",0,"Aspira - Haugen Middle School","Non Public School",,"GI","CHICAGO PARK DISTRICT","Chicago","3729 W Leland Ave",-87.7213544011,41.965692624
"24444","School",409925,"Haugan Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4540 N Hamlin Ave",-87.7236219739,41.9637528763
"24447","School",403397,"Volta Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4950 N Avers Ave",-87.7256484588,41.9714571518
"24459","School",0,"Bais Yaakov High School Of Chicago","Non Public School",,"ABGI","BAIS YAAKOV HIGH SCH","Chicago","3333 W Peterson Ave",-87.7132122867,41.9900256233
"24460","School",408845,"Gale Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1631 W Jonquil Trl",-87.6714857196,42.0203534317
"24464","School",0,"Howard Area Leadership Academy","Non Public School",,"AGI","GOOD NEWS COMM CHURCH","Chicago","7647 N Paulina St",-87.6727396051,42.0205116246
"24473","School",0,"Education Center for Agudath Israel of Illinois","Non Public School",,"G","AGUDATH ISRAEL OF ILL","Chicago","3555 W Peterson Ave",-87.71807504,41.990546284
"24475","School",410076,"Henry Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4250 N Saint Louis Ave",-87.7161494105,41.9586840812
"24477","School",0,"Chicago Jewish Day School","Non Public School",,"ABGI","EMANUEL CONGREGATION","Chicago","5959 N Sheridan Rd",-87.6547453462,41.9905419366
"24480","School",417795,"Saint Scholastica Academy","Non Public School",,"ABCGI","BENEDICTINE SIS CHGO","Chicago","7416 N Ridge Blvd",-87.6859059271,42.0166852499
"24483","School",417620,"Saint Margaret Mary School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","7318 N Oakley Ave",-87.6885580795,42.0148585968
"24486","School",413335,"McPherson Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4728 N Wolcott Ave",-87.6771880716,41.968232045
"24488","School",417261,"Saint Edward School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4343 W Sunnyside Ave",-87.7369778761,41.9623587907
"24491","School",0,"Ravenswood Baptist Christian School","Non Public School",,"AGI","RAVENSWOOD BAPT CH","Chicago","4437 N Seeley Ave",-87.6801879129,41.9626202383
"24496","School",0,"Misericordia School","Non Public School","Special Education","AGI","CATHOLIC BISHOP CHGO","Chicago","6335 N Hoyne Ave",-87.6811158359,41.9959731258
"24506","School",0,"Wonder Montessori School","Non Public School",,"AI",,"Chicago","5644 N Pulaski Rd",-87.7288177451,41.984139974
"24511","School",0,"New Field Elementary School","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","1707 W Morse Ave",-87.6727879936,42.0074460959
"24516","School",411467,"Kilmer Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6718 N Greenview Ave",-87.6686618027,42.0044000926
"24521","School",414637,"North Park University","Public School",,"BCG","NORTH PARK COLLEGE","Chicago","3225 W Foster Ave",-87.7105405106,41.9744006563
"24522","School",0,"North Park University - Holmgren Athletic Complex","Public School",,"G","NORTH PARK COLLEGE","Chicago","3035 W Foster Ave",-87.7054936906,41.9749155809
"24523","School",410134,"Hibbard Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3244 W Ainslie St",-87.7103957952,41.9711098697
"24525","School",0,"Edison Elem Regional Gifted Center","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","4929 N Sawyer Ave",-87.7093329875,41.9709614788
"24526","School",0,"Albany Park Multicultural Elementary","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","4929 N Sawyer Ave",-87.7093329875,41.9709614788
"24529","School",1836890,"Telshe High School","Non Public School",,"ABCGI",,"Chicago","3535 W Foster Ave",-87.7178058244,41.9753565793
"24535","School",0,"Flossmoor School District 161","Public School",,"AG","SCHOOL DIST #161","Chicago Heights","41 E Elmwood Dr",-87.6446180517,41.5327353935
"24537","School",0,"Gateway to Learning School","Non Public School",,"AGI","GATEWAY TO LEARNING","Chicago","4925 N Lincoln Ave",-87.6901311848,41.9716399008
"24540","School",415320,"Palmer Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5051 N Kenneth Ave",-87.7386662451,41.9726823217
"24543","School",0,"Yeshiva Shearis Yisroel","Non Public School",,"ABGI","YESHIVA SHEARIS","Chicago","2620 W Touhy Ave",-87.6955632388,42.0124251993
"24544","School",2027319,"Cheder Lubavitch Hebrew Day School","Non Public School",,"ACGI","TEMPLE MENORAH","Chicago","2800 W Sherwin Ave",-87.7000100606,42.015437871
"24546","School",418221,"Serena Hills Elementary School","Public School",,"ACGIL","SCHOOL DIST #161","Chicago Heights","255 Pleasant Dr",-87.6527848112,41.5332763867
"24547","School",0,"Yeshivas Meor Hatorah","Non Public School",,"GI","CONG ADAS YESHURUN","Chicago","3050 W Touhy Ave",-87.7060415857,42.0121914231
"24554","School",404331,"Bethesda Lutheran School","Non Public School",,"ACGI","BETHESDA EV LUTH CH","Chicago","6803 N Campbell Ave",-87.6919199239,42.005263194
"24556","School",0,"West Ridge Elementary School","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","6700 N Whipple St",-87.706422667,42.0027108012
"24561","School",0,"Keshet High School","Non Public School",,"ABG","ASSOC TALMUD TORAHS","Chicago","2828 W Pratt Blvd",-87.7011213564,42.0056143994
