"id","longitude","latitude","cftype","dist_to_trap","trap_trap_name"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",19.1,"T218A"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",13.2,"T218A"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",12.1,"T218A"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.4,"T218A"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",6.6,"T218A"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",7.7,"T218A"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",4.1,"T218A"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",3.4,"T218A"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",2,"T218A"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",7.2,"T218A"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",7,"T218A"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",7,"T218A"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",5.1,"T218A"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",4.9,"T218A"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",2.1,"T218A"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",4.6,"T218A"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",17.8,"T218A"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",4.6,"T218A"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",4.9,"T218A"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",6.8,"T218C"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",4.7,"T218C"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",3.3,"T218C"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",3.6,"T218C"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",3.3,"T218C"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",4.5,"T218C"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",0.7,"T218C"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",3.1,"T218C"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",11.7,"T218C"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",13.6,"T218C"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",5.6,"T218C"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",8.9,"T218C"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",5,"T218C"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",5.3,"T218C"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",5.6,"T218C"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",5.6,"T218C"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",5.4,"T218C"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",5.9,"T218C"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",4.1,"T218C"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",3.6,"T218C"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",3.2,"T218C"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",2.9,"T218C"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",4.7,"T218C"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",11.9,"T218C"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",12,"T218C"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",12.2,"T218C"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",14.7,"T218C"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",15.4,"T218C"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",17.8,"T218C"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",12.2,"T218C"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",11.1,"T218C"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",9.4,"T218C"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",5.6,"T218C"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",6.6,"T218C"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",4.7,"T218C"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",4.4,"T218C"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",3.3,"T218C"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",6.8,"T218C"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",6.5,"T218C"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",6.5,"T218C"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",5.3,"T218C"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",4.8,"T218C"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",1.7,"T218C"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5.9,"T218C"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",16.7,"T218C"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",5.2,"T218C"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",5.4,"T218C"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",10.2,"T220A"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",8.4,"T220A"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",6.7,"T220A"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",6.4,"T220A"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",6,"T220A"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",5.2,"T220A"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",3.1,"T220A"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",5.7,"T220A"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",15.2,"T220A"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",16.4,"T220A"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",8.6,"T220A"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.4,"T220A"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",8.1,"T220A"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",8.4,"T220A"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",8.6,"T220A"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",8.6,"T220A"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",8.7,"T220A"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",9.4,"T220A"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",7.6,"T220A"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.2,"T220A"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",5.9,"T220A"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",5.9,"T220A"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",8.4,"T220A"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",15.1,"T220A"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",15.2,"T220A"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",15.6,"T220A"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",17.6,"T220A"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",18.4,"T220A"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",21.2,"T220A"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",15.1,"T220A"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",14,"T220A"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",12.3,"T220A"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",8.6,"T220A"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",9.6,"T220A"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",4.5,"T220A"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",3.2,"T220A"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",1.7,"T220A"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",8.5,"T220A"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",8.4,"T220A"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",8.4,"T220A"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",6,"T220A"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",6.1,"T220A"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",3.7,"T220A"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",3.7,"T220A"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",19.7,"T220A"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",4.8,"T220A"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",4.5,"T220A"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",7.8,"T218B"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",5.6,"T218B"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",4.2,"T218B"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",4.4,"T218B"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",4,"T218B"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",4.6,"T218B"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",0.8,"T218B"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",3.4,"T218B"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",12.7,"T218B"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",14.5,"T218B"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",6.5,"T218B"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",9.7,"T218B"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",5.9,"T218B"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",6.2,"T218B"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",6.5,"T218B"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",6.5,"T218B"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",6.4,"T218B"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",6.9,"T218B"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",5.1,"T218B"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",4.5,"T218B"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",3.9,"T218B"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",3.7,"T218B"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",5.6,"T218B"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",12.8,"T218B"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",13,"T218B"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",13.2,"T218B"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",15.6,"T218B"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",16.3,"T218B"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",18.8,"T218B"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",13.1,"T218B"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",12,"T218B"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.3,"T218B"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",6.5,"T218B"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",7.5,"T218B"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",4.6,"T218B"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",4,"T218B"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",2.6,"T218B"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",7.3,"T218B"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",7.1,"T218B"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",7.1,"T218B"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",5.5,"T218B"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",5.2,"T218B"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",1.5,"T218B"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5.3,"T218B"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",17.6,"T218B"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",5.1,"T218B"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",4.7,"T218B"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",6.6,"T054A"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054A"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",4.5,"T054A"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",3.1,"T054A"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",3,"T054A"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",1.5,"T054A"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",5.1,"T054A"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",8.4,"T054A"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",11.3,"T054A"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",10.3,"T054A"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",4.2,"T054A"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",5.3,"T054A"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",4.1,"T054A"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",4.3,"T054A"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",4.2,"T054A"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",4.2,"T054A"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",5.1,"T054A"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",5.8,"T054A"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",5.2,"T054A"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",7.2,"T054A"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",3.1,"T054A"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",3.6,"T054A"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",7.7,"T054A"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",10,"T054A"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",10,"T054A"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",10.7,"T054A"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",11.8,"T054A"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",12.4,"T054A"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",16.1,"T054A"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",9.3,"T054A"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.3,"T054A"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",6.6,"T054A"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",4.2,"T054A"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",4.9,"T054A"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",2.5,"T054A"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",3.9,"T054A"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",5,"T054A"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",2.1,"T054A"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",2,"T054A"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",2,"T054A"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",0.9,"T054A"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",0.7,"T054A"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",7.2,"T054A"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5,"T054A"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",13.9,"T054A"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",2.5,"T054A"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",10.4,"T054A"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T917"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T917"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T917"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T917"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T917"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T917"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T917"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T917"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T917"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T917"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T917"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T917"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T917"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T917"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T917"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T917"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T917"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T917"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T917"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T917"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T917"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T917"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T917"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T917"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T917"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T917"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T917"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T917"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T917"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T917"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T917"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T917"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T917"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T917"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T917"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T917"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T917"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T917"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T917"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T917"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T917"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T917"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T917"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T917"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T917"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T917"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T917"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T918"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T918"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T918"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T918"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T918"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T918"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T918"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T918"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T918"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T918"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T918"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T918"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T918"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T918"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T918"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T918"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T918"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T918"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T918"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T918"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T918"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T918"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T918"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",18.6,"T918"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",18.9,"T918"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",18.7,"T918"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",21.9,"T918"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",22.7,"T918"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",23.9,"T918"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",19.6,"T918"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",18.5,"T918"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",17.1,"T918"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.3,"T918"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",14.2,"T918"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",12.3,"T918"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",11.4,"T918"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",9.8,"T918"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T918"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T918"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",14.9,"T918"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",13.4,"T918"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",13.1,"T918"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",6.6,"T918"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",12.1,"T918"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",23.8,"T918"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",12.8,"T918"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.9,"T918"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",13.5,"T902"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T902"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",10.9,"T902"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",11.7,"T902"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",11.5,"T902"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",12.5,"T902"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",8.6,"T902"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",6.1,"T902"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",17.3,"T902"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",21.1,"T902"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.3,"T902"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",16.9,"T902"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",12.8,"T902"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13,"T902"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.3,"T902"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.3,"T902"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",12.7,"T902"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",13,"T902"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",11.3,"T902"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",9,"T902"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",11.4,"T902"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",11,"T902"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9.8,"T902"
