"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"100 W 44 PL ",6,2012-07-09,2012-07-09,"Chicago","IL",NA,100,"W 44 PL","W","44TH","PL","PL","100+W+44TH+PL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=100+W+44TH+PL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""100"", ""West 44th Street"", ""Legends South"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609""), short_name = c(""100"", ""W 44th St"", ""Legends South"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = ""100 W 44th St, Chicago, IL 60609, USA"", 
    geometry = list(location = list(lat = 41.8140095, lng = -87.628334), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8153584802915, lng = -87.6269850197085), southwest = list(lat = 41.8126605197085, lng = -87.6296829802915))), place_id = ""EiUxMDAgVyA0NHRoIFN0LCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhoSGAoUChIJcUa_daguDogRISpbh57vFkcQZA"", types = list(""street_address""))","OK",1,"EiUxMDAgVyA0NHRoIFN0LCBDaGljYWdvLCBJTCA2MDYwOSwgVVNBIhoSGAoUChIJcUa_daguDogRISpbh57vFkcQZA","100 W 44th St, Chicago, IL 60609, USA",41.8140095,-87.628334,"W 44th St","Chicago","Cook County","IL","US","short_name","100","Legends South","60609",NA,NA,NA,NA
"100 W 91ST ",3,2016-01-15,2016-01-15,"Chicago","IL",NA,100,"W 91ST","W","91ST","91ST",NA,"100+W+91ST+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=100+W+91ST+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""100"", ""West 91st Street"", ""Roseland"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60620"", ""1435""), short_name = c(""100"", ""W 91st St"", ""Roseland"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60620"", ""1435""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""100 W 91st St, Chicago, IL 60620, USA"", geometry = list(location = list(lat = 41.7292128, lng = -87.6263671), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7305617802915, lng = -87.6250181197085), southwest = list(lat = 41.7278638197085, lng = -87.6277160802915))), place_id = ""ChIJlUu1evolDogRWZp4-CXeh6I"", plus_code = list(compound_code = ""P9HF+MF Chicago, Illinois, United States"", global_code = ""86HJP9HF+MF""), types = list(""street_address""))","OK",1,"ChIJlUu1evolDogRWZp4-CXeh6I","100 W 91st St, Chicago, IL 60620, USA",41.7292128,-87.6263671,"W 91st St","Chicago","Cook County","IL","US","short_name","100","Roseland","60620","1435",NA,NA,NA
"1000 S TALMAN ",6,2013-11-10,2013-11-10,"Chicago","IL",NA,1000,"S TALMAN","S","TALMAN","TALMAN",NA,"1000+S+TALMAN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1000+S+TALMAN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""South Talman Avenue"", ""South Side"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States""), short_name = c(""S Talman Ave"", ""South Side"", ""Chicago"", ""Cook County"", ""IL"", ""US""), types = list(""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political"")))), formatted_address = ""S Talman Ave, Chicago, IL, USA"", geometry = list(
    bounds = list(northeast = list(lat = 41.8220792, lng = -87.6876969), southwest = list(lat = 41.7424367, lng = -87.6926257)), location = list(lat = 41.7828096, lng = -87.689831), location_type = ""GEOMETRIC_CENTER"", viewport = list(northeast = list(lat = 41.8220792, lng = -87.6876969), southwest = list(lat = 41.7424367, lng = -87.6926257))), place_id = ""ChIJb7PAeC4uDogRg_GEIDSVKhw"", types = list(""route""))","OK",1,"ChIJb7PAeC4uDogRg_GEIDSVKhw","S Talman Ave, Chicago, IL, USA",41.7828096,-87.689831,"S Talman Ave","Chicago","Cook County","IL","US","short_name",NA,"South Side",NA,NA,NA,NA,NA
"1000 W NORTH ",1,2015-01-04,2015-01-04,"Chicago","IL",NA,1000,"W NORTH","W","NORTH","NORTH",NA,"1000+W+NORTH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1000+W+NORTH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""Chicago"", ""Illinois"", ""United States"", ""60642""), short_name = c(""Chicago"", ""IL"", ""US"", ""60642""), types = list(c(""locality"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = ""1000 W North Ave, Chicago, IL 60642, United States"", geometry = list(location = list(lat = 41.9110018, lng = -87.6533912), location_type = ""GEOMETRIC_CENTER"", viewport = list(northeast = list(lat = 41.9123507802915, 
    lng = -87.6520422197085), southwest = list(lat = 41.9096528197085, lng = -87.6547401802915))), place_id = ""ChIJeVaRViHTD4gRn7YmC7_igd4"", plus_code = list(compound_code = ""W86W+CJ Chicago, Illinois, United States"", global_code = ""86HJW86W+CJ""), types = list(c(""establishment"", ""parking"", ""point_of_interest"")))","OK",1,"ChIJeVaRViHTD4gRn7YmC7_igd4","1000 W North Ave, Chicago, IL 60642, United States",41.9110018,-87.6533912,NA,"Chicago",NA,"IL","US","short_name",NA,NA,"60642",NA,NA,NA,NA
"1001 N LAUNDALE ",4,2017-11-15,2017-11-15,"Chicago","IL",NA,1001,"N LAUNDALE","N","LAWNDALE","LAUNDALE",NA,"1001+N+LAWNDALE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1001+N+LAWNDALE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""1001"", ""Lawndale Avenue"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651""), short_name = c(""1001"", ""Lawndale Ave"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""1001 Lawndale Ave, Chicago, IL 60651, USA"", geometry = list(location = list(lat = 41.899246, lng = -87.7185329), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.9005949802915, lng = -87.7171839197085), southwest = list(lat = 41.8978970197085, lng = -87.7198818802915))), place_id = ""ChIJLdxZCzXND4gRIi6fxTpTjqQ"", plus_code = list(compound_code = ""V7XJ+MH Chicago, Illinois, United States"", global_code = ""86HJV7XJ+MH""), types = list(""street_address""))","OK",1,"ChIJLdxZCzXND4gRIi6fxTpTjqQ","1001 Lawndale Ave, Chicago, IL 60651, USA",41.899246,-87.7185329,"Lawndale Ave","Chicago","Cook County","IL","US","short_name","1001","Humboldt Park","60651",NA,NA,NA,NA
"1001 N LAWNDALE ",8,2016-09-07,2017-11-15,"Chicago","IL",NA,1001,"N LAWNDALE","N","LAWNDALE","LAWNDALE",NA,"1001+N+LAWNDALE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1001+N+LAWNDALE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""1001"", ""Lawndale Avenue"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651""), short_name = c(""1001"", ""Lawndale Ave"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""1001 Lawndale Ave, Chicago, IL 60651, USA"", geometry = list(location = list(lat = 41.899246, lng = -87.7185329), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.9005949802915, lng = -87.7171839197085), southwest = list(lat = 41.8978970197085, lng = -87.7198818802915))), place_id = ""ChIJLdxZCzXND4gRIi6fxTpTjqQ"", plus_code = list(compound_code = ""V7XJ+MH Chicago, Illinois, United States"", global_code = ""86HJV7XJ+MH""), types = list(""street_address""))","OK",1,"ChIJLdxZCzXND4gRIi6fxTpTjqQ","1001 Lawndale Ave, Chicago, IL 60651, USA",41.899246,-87.7185329,"Lawndale Ave","Chicago","Cook County","IL","US","short_name","1001","Humboldt Park","60651",NA,NA,NA,NA
"1002 S MORGAN ",6,2014-09-16,2014-09-16,"Chicago","IL",NA,1002,"S MORGAN","S","MORGAN","MORGAN",NA,"1002+S+MORGAN+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1002+S+MORGAN+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""1002"", ""South Morgan Street"", ""University Village / Little Italy"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60607""), short_name = c(""1002"", ""S Morgan St"", ""University Village / Little Italy"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60607""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code""))), formatted_address = ""1002 S Morgan St, Chicago, IL 60607, USA"", geometry = list(location = list(lat = 41.8694301, lng = -87.6517547), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.8707790802915, lng = -87.6504057197085), southwest = list(lat = 41.8680811197085, lng = -87.6531036802915))), place_id = ""EigxMDAyIFMgTW9yZ2FuIFN0LCBDaGljYWdvLCBJTCA2MDYwNywgVVNBIhsSGQoUChIJR4TJTuQsDogRpx6I909rwFUQ6gc"", types = list(""street_address""))","OK",1,"EigxMDAyIFMgTW9yZ2FuIFN0LCBDaGljYWdvLCBJTCA2MDYwNywgVVNBIhsSGQoUChIJR4TJTuQsDogRpx6I909rwFUQ6gc","1002 S Morgan St, Chicago, IL 60607, USA",41.8694301,-87.6517547,"S Morgan St","Chicago","Cook County","IL","US","short_name","1002","University Village / Little Italy","60607",NA,NA,NA,NA
"10021 S NORMAL ",4,2014-09-02,2014-09-02,"Chicago","IL",NA,10021,"S NORMAL","S","NORMAL","NORMAL",NA,"10021+S+NORMAL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10021+S+NORMAL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10021"", ""South Normal Avenue"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60628""), short_name = c(""10021"", ""S Normal Ave"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60628""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), 
    formatted_address = ""10021 S Normal Ave, Chicago, IL 60628, USA"", geometry = list(location = list(lat = 41.7118361, lng = -87.6355154), location_type = ""RANGE_INTERPOLATED"", viewport = list(northeast = list(lat = 41.7131850802915, lng = -87.6341664197085), southwest = list(lat = 41.7104871197085, lng = -87.6368643802915))), place_id = ""EioxMDAyMSBTIE5vcm1hbCBBdmUsIENoaWNhZ28sIElMIDYwNjI4LCBVU0EiGxIZChQKEglL48QowSUOiBEuhtuqfzHfBRClTg"", types = list(""street_address""))","OK",1,"EioxMDAyMSBTIE5vcm1hbCBBdmUsIENoaWNhZ28sIElMIDYwNjI4LCBVU0EiGxIZChQKEglL48QowSUOiBEuhtuqfzHfBRClTg","10021 S Normal Ave, Chicago, IL 60628, USA",41.7118361,-87.6355154,"S Normal Ave","Chicago","Cook County","IL","US","short_name","10021","Washington Heights","60628",NA,NA,NA,NA
"10024 S NORMAL ",4,2014-09-02,2014-09-02,"Chicago","IL",NA,10024,"S NORMAL","S","NORMAL","NORMAL",NA,"10024+S+NORMAL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10024+S+NORMAL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10024"", ""South Normal Avenue"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60628"", ""1834""), short_name = c(""10024"", ""S Normal Ave"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60628"", ""1834""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""10024 S Normal Ave, Chicago, IL 60628, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7117063, lng = -87.6358677), southwest = list(lat = 41.711635, lng = -87.6360553)), location = list(lat = 41.7116648, lng = -87.6359703), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7130196302915, lng = -87.6346125197085), southwest = list(lat = 41.7103216697085, lng = -87.6373104802915))), place_id = ""ChIJY-F21cAlDogRLrFnrZLIPxg"", 
    types = list(""premise""))","OK",1,"ChIJY-F21cAlDogRLrFnrZLIPxg","10024 S Normal Ave, Chicago, IL 60628, USA",41.7116648,-87.6359703,"S Normal Ave","Chicago","Cook County","IL","US","short_name","10024","Washington Heights","60628","1834",NA,NA,NA
"10036 S PRINCETON ",1,2015-08-05,2015-08-05,"Chicago","IL",NA,10036,"S PRINCETON","S","PRINCETON","PRINCETON",NA,"10036+S+PRINCETON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10036+S+PRINCETON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10036"", ""South Princeton Avenue"", ""Roseland"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60628"", ""1948""), short_name = c(""10036"", ""S Princeton Ave"", ""Roseland"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60628"", ""1948""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code"", ""postal_code_suffix""))), formatted_address = ""10036 S Princeton Ave, Chicago, IL 60628, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7113994, lng = -87.6310065), southwest = list(lat = 41.7113468, lng = -87.6312355)), location = list(lat = 41.7113707, lng = -87.6311125), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7127220802915, lng = -87.6297720197085), southwest = list(lat = 41.7100241197085, lng = -87.6324699802915))), place_id = ""ChIJl5idf8QlDogRm604dBqRxbI"", 
    types = list(""premise""))","OK",1,"ChIJl5idf8QlDogRm604dBqRxbI","10036 S Princeton Ave, Chicago, IL 60628, USA",41.7113707,-87.6311125,"S Princeton Ave","Chicago","Cook County","IL","US","short_name","10036","Roseland","60628","1948",NA,NA,NA
"10045 S MAY ",6,2015-07-14,2015-07-14,"Chicago","IL",NA,10045,"S MAY","S","MAY","MAY",NA,"10045+S+MAY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10045+S+MAY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10045"", ""South May Street"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60643"", ""2251""), short_name = c(""10045"", ""S May St"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60643"", ""2251""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""10045 S May St, Chicago, IL 60643, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7109413, lng = -87.6510662), southwest = list(lat = 41.7108578, lng = -87.6512963)), location = list(lat = 41.7108871, lng = -87.6511958), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7122485302915, lng = -87.6498322697085), southwest = list(lat = 41.7095505697085, lng = -87.6525302302915))), place_id = ""ChIJD3QqZKQlDogR-rWaCMBF5y4"", 
    types = list(""premise""))","OK",1,"ChIJD3QqZKQlDogR-rWaCMBF5y4","10045 S May St, Chicago, IL 60643, USA",41.7108871,-87.6511958,"S May St","Chicago","Cook County","IL","US","short_name","10045","Washington Heights","60643","2251",NA,NA,NA
"10058 S OGLESBY ",12,2016-11-16,2016-11-16,"Chicago","IL",NA,10058,"S OGLESBY","S","OGLESBY","OGLESBY",NA,"10058+S+OGLESBY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10058+S+OGLESBY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10058"", ""South Oglesby Avenue"", ""South Deering"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""5263""), short_name = c(""10058"", ""S Oglesby Ave"", ""South Deering"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""5263""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""10058 S Oglesby Ave, Chicago, IL 60617, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7118722, lng = -87.565952), southwest = list(lat = 41.7118007, lng = -87.5660446)), location = list(lat = 41.7118417, lng = -87.5659836), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7131854302915, lng = -87.5646493197085), southwest = list(lat = 41.7104874697085, lng = -87.5673472802915))), place_id = ""ChIJbT_2ELknDogR36TrlUxKJPY"", 
    types = list(""premise""))","OK",1,"ChIJbT_2ELknDogR36TrlUxKJPY","10058 S Oglesby Ave, Chicago, IL 60617, USA",41.7118417,-87.5659836,"S Oglesby Ave","Chicago","Cook County","IL","US","short_name","10058","South Deering","60617","5263",NA,NA,NA
"10106 S AVE M ",12,2017-01-19,2017-01-19,"Chicago","IL",NA,10106,"S AVE M","S","AVENUE M","M",NA,"10106+S+AVENUE M+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10106+S+AVENUE+M+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10106"", ""South Avenue M"", ""East Side"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60617"", ""5924""), short_name = c(""10106"", ""S Ave M"", ""East Side"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60617"", ""5924""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""10106 S Ave M, Chicago, IL 60617, USA"", geometry = list(location = list(lat = 41.7116617, lng = -87.5379245), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7130106802915, lng = -87.5365755197085), southwest = list(lat = 41.7103127197085, lng = -87.5392734802915))), place_id = ""ChIJSdpUoXXYEYgRWA9I-CW_y2Y"", plus_code = list(compound_code = ""PF66+MR Chicago, Illinois, United States"", global_code = ""86HJPF66+MR""), types = list(
    ""street_address""))","OK",1,"ChIJSdpUoXXYEYgRWA9I-CW_y2Y","10106 S Ave M, Chicago, IL 60617, USA",41.7116617,-87.5379245,"S Ave M","Chicago","Cook County","IL","US","short_name","10106","East Side","60617","5924",NA,NA,NA
"10125 S SANGAMON ",2,2014-09-10,2014-09-10,"Chicago","IL",NA,10125,"S SANGAMON","S","SANGAMON","SANGAMON",NA,"10125+S+SANGAMON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=10125+S+SANGAMON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""10125"", ""South Sangamon Street"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60643"", ""2228""), short_name = c(""10125"", ""S Sangamon St"", ""Washington Heights"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60643"", ""2228""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""10125 S Sangamon St, Chicago, IL 60643, USA"", geometry = list(bounds = list(northeast = list(lat = 41.7097514, lng = -87.6461756), southwest = list(lat = 41.7096781, lng = -87.6464049)), location = list(lat = 41.7096992, lng = -87.6463396), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.7110637302915, lng = -87.6449412697085), southwest = list(lat = 41.7083657697085, lng = -87.6476392302915))), place_id = ""ChIJYxIdBbslDogRdwOwtTcpwIM"", 
    types = list(""premise""))","OK",1,"ChIJYxIdBbslDogRdwOwtTcpwIM","10125 S Sangamon St, Chicago, IL 60643, USA",41.7096992,-87.6463396,"S Sangamon St","Chicago","Cook County","IL","US","short_name","10125","Washington Heights","60643","2228",NA,NA,NA
"102 S CALIFORNIA ",4,2013-04-17,2013-04-17,"Chicago","IL",NA,102,"S CALIFORNIA","S","CALIFORNIA","CALIFORNIA",NA,"102+S+CALIFORNIA+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=102+S+CALIFORNIA+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""102"", ""South California Avenue"", ""East Garfield Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60612""), short_name = c(""102"", ""S California Ave"", ""East Garfield Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60612""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), 
    ""postal_code""))), formatted_address = ""102 S California Ave, Chicago, IL 60612, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8800152, lng = -87.6964211), southwest = list(lat = 41.8799409, lng = -87.6966588)), location = list(lat = 41.8799748, lng = -87.6965337), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8813270302915, lng = -87.6951909697085), southwest = list(lat = 41.8786290697085, lng = -87.6978889302915))), place_id = ""ChIJ9R3EbV8tDogRPQ0Um1ykxLc"", 
    types = list(""premise""))","OK",1,"ChIJ9R3EbV8tDogRPQ0Um1ykxLc","102 S California Ave, Chicago, IL 60612, USA",41.8799748,-87.6965337,"S California Ave","Chicago","Cook County","IL","US","short_name","102","East Garfield Park","60612",NA,NA,NA,NA
"1022 N KEYSTONE ",6,2014-02-24,2015-05-18,"Chicago","IL",NA,1022,"N KEYSTONE","N","KEYSTONE","KEYSTONE",NA,"1022+N+KEYSTONE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1022+N+KEYSTONE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""1022"", ""North Keystone Avenue"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651"", ""3638""), short_name = c(""1022"", ""N Keystone Ave"", ""Humboldt Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651"", ""3638""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""1022 N Keystone Ave, Chicago, IL 60651, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8997959, lng = -87.727588), southwest = list(lat = 41.8997321, lng = -87.7277942)), location = list(lat = 41.8997718, lng = -87.727699), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.9011129802915, lng = -87.7263421197085), southwest = list(lat = 41.8984150197085, lng = -87.7290400802915))), place_id = ""ChIJ_ei0gi3ND4gRPPA_sMlYJoQ"", 
    types = list(""premise""))","OK",1,"ChIJ_ei0gi3ND4gRPPA_sMlYJoQ","1022 N Keystone Ave, Chicago, IL 60651, USA",41.8997718,-87.727699,"N Keystone Ave","Chicago","Cook County","IL","US","short_name","1022","Humboldt Park","60651","3638",NA,NA,NA
"1022 N LAWLER ",8,2011-07-13,2011-09-28,"Chicago","IL",NA,1022,"N LAWLER","N","LAWLER","LAWLER",NA,"1022+N+LAWLER+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=1022+N+LAWLER+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""1022"", ""North Lawler Avenue"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651"", ""3045""), short_name = c(""1022"", ""N Lawler Ave"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651"", ""3045""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""1022 N Lawler Ave, Chicago, IL 60651, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8993609, lng = -87.7521982), southwest = list(lat = 41.8992986, lng = -87.7523633)), location = list(lat = 41.8993336, lng = -87.752287), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.9006787302915, lng = -87.7509317697085), southwest = list(lat = 41.8979807697085, lng = -87.7536297302915))), place_id = ""ChIJGWzpZcvMD4gRgCyXMm8TGC8"", 
    types = list(""premise""))","OK",1,"ChIJGWzpZcvMD4gRgCyXMm8TGC8","1022 N Lawler Ave, Chicago, IL 60651, USA",41.8993336,-87.752287,"N Lawler Ave","Chicago","Cook County","IL","US","short_name","1022","Austin","60651","3045",NA,NA,NA
